matched_2021,new_item_2022,food_category,restaurant,serving_size,serving_size_text,serving_size_unit,serving_size_household,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,potassium
1,0,Beverages,The Capital Grille,,,,,570,30,16,1,365,940,0,0,0,74,
1,0,Desserts,The Cheesecake Factory,,,,,1510,95,44,2,245,940,154,8,121,23,
1,0,Sandwiches,The Cheesecake Factory,,,,,510,14,3,0,185,940,66,12,13,31,
0,1,Sandwiches,The Cheesecake Factory,,,,,510,14,3,0,185,940,66,12,13,31,
1,0,Sandwiches,Whataburger,,,,,360,16,6,0,230,940,35,1,5,18,
1,0,Pizza,BJ's Restaurant & Brewhouse,,,,,440,24,8,0,56,936,40,4,0,20,
1,0,Soup,Applebee's,,,,,280,15,4,0,35,930,26,2,3,11,
1,0,Fried Potatoes,Big Boy/Frisch's Big Boy,,,,,290,18,4,0,5,930,31,3,3,4,
1,0,Burgers,Buffalo Wild Wings,,,,,470,25,11,1.5,70,930,34,2,5,27,
1,0,Entrees,Burger King,,,,,430,32,143,0,45,930,21,1,2,14,
1,0,Entrees,California Pizza Kitchen,,,,,550,31,6,0,20,930,53,5,6,15,
1,0,Pizza,California Pizza Kitchen,,,,,460,18,11,0,55,930,48,1,5,20,
1,0,Burgers,Checker's Drive-In/ Rally's,,,,,390,28,6,0,35,930,33,2,9,12,
0,1,Burgers,Checker's Drive-In/ Rally's,,,,,330,15,18,0.5,40,930,29,2,5,15,
0,1,Entrees,Checker's Drive-In/ Rally's,,,,,390,21,8,0,45,930,31,1,7,16,
1,0,Salads,Culver's,,,,,350,14,6,0,115,930,15,2,2,44,
1,0,Toppings & Ingredients,Firehouse Subs,,,,,170,15,2,,0,930,8,0,6,0,
1,0,Baked Goods,Firehouse Subs,,,,,440,23,4,,10,930,48,2,0,8,
1,0,Appetizers & Sides,Hooter's,,,,,1400,86,19,0,335,930,74,4,0,74,
1,0,Sandwiches,Jimmy John's,,,,,430,9,0,0,30,930,59,4,8,30,
1,0,Baked Goods,Jimmy John's,,,,,470,3,0,0,0,930,87,6,0,17,
0,1,Appetizers & Sides,Papa John's,,,,,320,13,2,,70,930,25,1,1,20,
1,0,Pizza,Papa Murphy's,,,,,330,12,6,0,45,930,39,1,12,13,
1,0,Pizza,Papa Murphy's,,,,,330,15,6,0,50,930,30,2,2,15,
1,0,Pizza,Papa Murphy's,,,,,370,17,8,0,55,930,34,2,3,15,
1,0,Sandwiches,Quiznos,,,,,330,11,4.5,0,40,930,38,2,3,22,
0,1,Toppings & Ingredients,Red Robin,,,,,45,0,0,0,0,930,10,0,6,0,
1,0,Desserts,TGI Friday's,,,,,1560,82,35,1,295,930,191,1,144,17,
1,0,Beverages,The Capital Grille,,,,,310,22,13,0,90,930,18,1,4,9,
1,0,Entrees,The Capital Grille,,,,,580,30,14,1.5,150,930,23,3,10,57,
1,0,Entrees,The Cheesecake Factory,,,,,680,37,16,1,85,930,75,3,40,14,
1,0,Salads,The Cheesecake Factory,,,,,720,66,14,0,50,930,19,7,9,12,
1,0,Toppings & Ingredients,Waffle House,,,,,140,2.5,0.5,0,90,930,1,1,0,29,
1,0,Entrees,Waffle House,,,,,725,37,15,1,100,930,56,7,7,42,
1,0,Fried Potatoes,Yard House,,,,,360,14,1,0,0,930,52,7,0,4,
1,0,Appetizers & Sides,Yard House,,,,,310,5,1,0,,930,58,6,3,10,
1,0,Fried Potatoes,Yard House,,,,,360,14,1,0,0,930,52,7,0,4,
1,0,Salads,Yard House,,,,,820,59,14,0,245,930,16,7,6,56,
1,0,Salads,Yard House,,,,,820,59,14,0,245,930,16,7,6,56,
0,1,Toppings & Ingredients,Bob Evans,,,,,540,33,10,0,55,929,38,4,,20,
1,0,Sandwiches,Portillo's,,,,,670,41,19,0,91,928,44,1,6,31,
1,0,Toppings & Ingredients,BJ's Restaurant & Brewhouse,,,,,380,26,10,0,121,926,0,35,0,0,
1,0,Entrees,Big Boy/Frisch's Big Boy,,,,,490,26,6,0,65,920,41,1,5,24,
1,0,Appetizers & Sides,BJ's Restaurant & Brewhouse,,,,,260,8,3,0,13,920,43,0,38,4,
1,0,Entrees,Bob Evans,,,,,660,45,12,0,100,920,10,3,6,47,
0,1,Entrees,Bob Evans,,,,,440,24,37,0,40,920,39,4,4,6,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,50,4.5,1,0,5,920,1,0,0,0,
1,0,Entrees,Culver's,,,,,270,12,1.5,0,50,920,21,1,1,20,
0,1,Appetizers & Sides,Dairy Queen,,,,,340,18,6,0.5,5,920,25,1,2,3,
1,0,Desserts,Famous Dave's,,,,,1100,53,25,0,25,920,153,4,69,8,
1,0,Entrees,IHOP,,,,,540,37,18,0,290,920,36,2,17,18,
1,0,Entrees,IHOP,,,,,550,37,18,0,290,920,37,2,17,18,
1,0,Baked Goods,Longhorn Steakhouse,,,,,480,7,1,0,0,920,88,2,8,16,
1,0,Pizza,Papa Murphy's,,,,,370,17,7,0,45,920,36,2,4,14,
1,0,Sandwiches,Quiznos,,,,,420,21,5,0,50,920,38,2,3,20,
1,0,Salads,Romano's Macaroni & Grill,,,,,470,41,10,0,65,920,14,4,3,13,
1,0,Burgers,Steak 'N Shake,,,,,610,38,15,2.5,110,920,32,3,6,32,
1,0,Entrees,Steak 'N Shake,,,,,420,10,5,0,30,920,74,,30,6,
0,1,Appetizers & Sides,Steak 'N Shake,,,,,240,5,0.5,0,35,920,27,1,2,21,
0,1,Entrees,Steak 'N Shake,,,,,240,5,0.5,0,35,920,27,1,2,21,
1,0,Sandwiches,Taco Bell,,,,,420,16,4,0,,920,55,7,3,9,
1,0,Entrees,Waffle House,,,,,630,53,20,0,445,920,3,0,3,33,
0,1,Salads,Yard House,,,,,460,30,4,0,100,920,20,9,6,32,
0,1,Desserts,Applebee's,,,,,1040,59,30,1,160,910,116,2,71,13,
1,0,Entrees,Big Boy/Frisch's Big Boy,,,,,670,38,6,0,50,910,55,5,0,22,
1,0,Entrees,Bob Evans,,,,,250,12,5,0,24,910,25,2,4,11,
1,0,Entrees,Bob Evans,,,,,810,20,7,0,185,910,142,,49,16,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,80,6,1,0,0,910,6,2,2,1,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,80,6,1,0,0,910,6,2,2,2,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,80,6,1,0,0,910,6,2,2,1,
0,1,Toppings & Ingredients,Buffalo Wild Wings,,,,,80,6,1,0,0,910,6,2,2,1,
1,0,Sandwiches,Burger King,,,,,520,35,13,0,165,910,30,1,4,18,
1,0,Sandwiches,Checker's Drive-In/ Rally's,,,,,460,23,4.5,0.5,40,910,51,2,6,14,
1,0,Appetizers & Sides,Chili's,,,,,210,16,7,0,40,910,7,1,5,11,
1,0,Toppings & Ingredients,Chili's,,,,,260,20,12,0,65,910,7,1,4,15,
0,1,Entrees,IHOP,,,,,340,19,9,0,30,910,32,1,4,11,
1,0,Entrees,KFC,,,,,280,19,4.5,0,100,910,8,1,0,19,
1,0,Appetizers & Sides,On The Border,,,,,220,5,1,0,0,910,39,2,1,4,
0,1,Appetizers & Sides,On The Border,,,,,420,15,3,0,0,910,65,5,13,5,
0,1,Appetizers & Sides,On The Border,,,,,420,15,3,0,0,910,65,5,13,5,
0,1,Appetizers & Sides,On The Border,,,,,420,15,3,0,0,910,65,5,13,5,
1,0,Pizza,Papa Murphy's,,,,,350,16,7,0,55,910,33,1,3,15,
1,0,Toppings & Ingredients,Pizza Hut,,,,,350,37,6,0,0,910,4,0,3,,
1,0,Sandwiches,Quiznos,,,,,440,26,6,0,50,910,32,4,3,19,
0,1,Entrees,Red Lobster,,,,,660,41,11,0,135,910,55,5,20,20,
0,1,Entrees,Red Lobster,,,,,660,41,11,0,135,910,55,5,20,20,
0,1,Entrees,Red Lobster,,,,,660,41,11,0,135,910,55,5,20,20,
0,1,Entrees,Red Lobster,,,,,660,41,11,0,135,910,55,5,20,20,
1,0,Beverages,Red Robin,,,,,190,0,0,0,0,910,22,0,14,0,
0,1,Beverages,Red Robin,,,,,140,0,0,0,0,910,22,0,14,0,
1,0,Salads,Romano's Macaroni & Grill,,,,,1080,48,9,0,250,910,100,7,16,64,
1,0,Soup,TGI Friday's,,,,,150,3.5,0,0,35,910,18,1,1,11,
1,0,Entrees,The Cheesecake Factory,,,,,540,28,13,0.5,125,910,40,5,1,32,
0,1,Entrees,The Cheesecake Factory,,,,,540,28,13,0.5,125,910,40,5,1,32,
1,0,Toppings & Ingredients,Waffle House,,,,,90,5,2,0,5,910,10,0,2,1,
1,0,Soup,Yard House,,,,,610,47,21,1,150,910,31,4,6,18,
0,1,Pizza,BJ's Restaurant & Brewhouse,,,,,360,16,6,0,35,909,38,2,3,15,
0,1,Appetizers & Sides,BJ's Restaurant & Brewhouse,,,,,390,19,4,0,5,905,46,3,12,9,
1,0,Appetizers & Sides,Portillo's,,,,,310,21,7,0,47,902,13,3,4,20,
1,0,Toppings & Ingredients,Portillo's,,,,,310,21,7,0,47,902,13,3,4,20,
1,0,Appetizers & Sides,Applebee's,,,,,430,26,11,0,50,900,40,4,5,10,
1,0,Entrees,Big Boy/Frisch's Big Boy,,,,,370,16,4,0,95,900,25,,6,31,
1,0,Desserts,Big Boy/Frisch's Big Boy,,,,,730,37,15,0,20,900,95,5,47,4,
1,0,Pizza,BJ's Restaurant & Brewhouse,,,,,360,16,6,0,32,900,39,2,3,13,
1,0,Toppings & Ingredients,Bob Evans,,,,,220,18,6,0,45,900,,0,0,15,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,150,14,2.5,0,10,900,4,1,2,1,
0,1,Entrees,Buffalo Wild Wings,,,,,2240,116,39,3,1085,900,0,0,0,299,
1,0,Entrees,California Pizza Kitchen,,,,,640,41,6,0,55,900,43,11,9,32,
1,0,Entrees,Chili's,,,,,760,53,20,0,205,900,23,0,17,49,
1,0,Entrees,Chili's,,,,,760,53,20,0,205,900,23,0,17,49,
0,1,Sandwiches,Culver's,,,,,630,25,5,0,45,900,72,3,6,18,
1,0,Entrees,IHOP,,,,,610,30,10,0,185,900,70,3,26,16,
1,0,Entrees,IHOP,,,,,410,13,3,0,105,900,31,1,25,44,
1,0,Sandwiches,Jimmy John's,,,,,290,13,5,0,40,900,26,2,2,16,
1,0,Sandwiches,Jimmy John's,,,,,190,11,6,0,50,900,4,0,2,20,
1,0,Entrees,KFC,,,,,390,32,6,0,65,900,12,2,1,13,
0,1,Toppings & Ingredients,Little Caesar's,,,,,330,29,10,0,75,900,2,0,1,15,
1,0,Pizza,Papa John's,,,,,360,14,8,,35,900,40,2,4,15,
0,1,Toppings & Ingredients,Papa John's,,,,,15,0.5,0,,0,900,3,1,2,0,
1,0,Sandwiches,Quiznos,,,,,340,14,5,0,145,900,36,1,3,,
1,0,Beverages,Red Robin,,,,,120,0,0,0,0,900,18,0,16,0,
1,0,Toppings & Ingredients,Romano's Macaroni & Grill,,,,,420,32,14,0,135,900,9,1,1,24,
1,0,Burgers,Shake Shack,,,,,310,18,1.5,0,0,900,31,4,6,4,
1,0,Appetizers & Sides,Steak 'N Shake,,,,,330,18,3,0,60,900,22,2,0,21,
1,0,Toppings & Ingredients,Steak 'N Shake,,,,,330,18,3,0,60,900,22,2,0,21,
1,0,Salads,TGI Friday's,,,,,500,36,8,0,25,900,35,3,4,10,
1,0,Salads,TGI Friday's,,,,,480,34,7,0,25,900,35,3,4,10,
0,1,Appetizers & Sides,The Cheesecake Factory,,,,,720,55,15,1,40,900,47,5,17,16,
1,0,Entrees,Tropical Smoothie Café,,,,,400,19,12,0,45,900,37,0,0,19,
1,0,Appetizers & Sides,Waffle House,,,,,380,25,14,0,0,900,34,1,1,5,
1,0,Sandwiches,Whataburger,,,,,370,23,12,0,25,900,31,0,2,9,
1,0,Sandwiches,Whataburger,,,,,580,28,11,0,80,900,52,3,9,32,
1,0,Salads,BJ's Restaurant & Brewhouse,,,,,340,25,5,0,22,892,21,3,3,10,
1,0,Beverages,BJ's Restaurant & Brewhouse,,,,,400,20,8,0,48,892,40,4,4,20,
1,0,Sandwiches,BJ's Restaurant & Brewhouse,,,,,400,26,7,0,47,891,27,1,5,15,
1,0,Burgers,Big Boy/Frisch's Big Boy,,,,,720,51,14,1.5,100,890,37,1,6,27,
1,0,Entrees,Big Boy/Frisch's Big Boy,,,,,890,57,13,1,60,890,71,5,5,21,
1,0,Desserts,Chili's,,,,,1210,50,25,0.5,95,890,177,5,105,15,
1,0,Toppings & Ingredients,Firehouse Subs,,,,,160,3,0.5,,90,890,2,0,0,30,
1,0,Entrees,IHOP,,,,,700,39,14,0.5,170,890,74,5,14,14,
1,0,Entrees,IHOP,,,,,340,16,3,0,55,890,25,2,0,25,
0,1,Entrees,IHOP,,,,,340,16,3,0,55,890,25,2,0,25,
1,0,Entrees,Krystal,,,,,300,23,9,0,250,890,3,0,2,20,
1,0,Burgers,O'Charley's,,,,,450,30,11,1,75,890,23,1,7,19,
1,0,Toppings & Ingredients,On The Border,,,,,40,0,0,0,0,890,9,2,6,2,
1,0,Pizza,Papa John's,,,,,350,14,7,,40,890,39,2,4,15,
1,0,Pizza,Papa Murphy's,,,,,330,13,6,0,50,890,36,1,7,14,
1,0,Salads,Quiznos,,,,,540,48,9,1,75,890,10,3,4,16,
1,0,Toppings & Ingredients,Red Robin,,,,,300,20,7,0,75,890,6,0,6,25,
1,0,Sandwiches,Shake Shack,,,,,400,23,10,0,230,890,25,0,5,23,
1,0,Baked Goods,Steak 'N Shake,,,,,320,20,16,0,0,890,33,1,3,4,
1,0,Appetizers & Sides,The Capital Grille,,,,,130,1,0,0,15,890,24,2,12,4,
1,0,Salads,Yard House,,,,,430,29,15,0,60,890,26,4,12,19,
1,0,Appetizers & Sides,Zaxby's,,,,,450,25,6,0,175,890,17,0,13,38,
1,0,Entrees,BJ's Restaurant & Brewhouse,,,,,580,26,5,0,117,889,40,4,8,46,
0,1,Salads,BJ's Restaurant & Brewhouse,,,,,490,32,4,0,0,884,44,10,13,8,
1,0,Entrees,Bob Evans,,,,,450,9,3,0,0,880,83,3,23,8,
0,1,Sandwiches,California Pizza Kitchen,,,,,520,32,8,0,30,880,44,2,4,17,
1,0,Entrees,IHOP,,,,,700,29,10,0,180,880,96,5,45,17,
1,0,Sandwiches,Jimmy John's,,,,,360,31,8,0,45,880,4,2,3,15,
1,0,Sandwiches,Jimmy John's,,,,,460,11,1,0,45,880,57,4,8,33,
1,0,Toppings & Ingredients,On The Border,,,,,180,13,8,0.5,40,880,7,1,6,10,
0,1,Sandwiches,On The Border,,,,,260,17,2,0,0,880,24,5,11,6,
0,1,Entrees,On The Border,,,,,590,45,19,0.5,70,880,28,3,2,18,
0,1,Sandwiches,Papa John's,,,,,510,23,10,,75,880,46,2,12,27,
1,0,Pizza,Papa Murphy's,,,,,360,15,7,0,45,880,38,4,5,14,
1,0,Pizza,Papa Murphy's,,,,,310,14,7,0,40,880,30,1,4,11,
1,0,Pizza,Papa Murphy's,,,,,310,12,7,0,50,880,32,1,3,14,
1,0,Salads,Quiznos,,,,,470,35,8,0.5,75,880,17,2,12,22,
1,0,Sandwiches,Quiznos,,,,,330,13,4.5,0,40,880,32,4,3,21,
1,0,Appetizers & Sides,Steak 'N Shake,,,,,370,6,2,0,15,880,74,,30,6,
1,0,Sandwiches,Taco Bell,,,,,350,16,5,0,105,880,38,2,3,13,
0,1,Toppings & Ingredients,TGI Friday's,,,,,370,30,12,0,85,880,1,0,0,21,
0,1,Toppings & Ingredients,TGI Friday's,,,,,370,30,12,0,85,880,1,0,0,21,
1,0,Sandwiches,Whataburger,,,,,490,20,3,0,45,880,59,5,7,19,
1,0,Entrees,Whataburger,,,,,400,21,6,0,320,880,38,2,1,15,
1,0,Sandwiches,Yard House,,,,,320,20,3.5,0,60,880,25,3,1,10,
1,0,Entrees,Culver's,,,,,600,36,13.5,1,110,875,32,2,5,33,
1,0,Appetizers & Sides,Big Boy/Frisch's Big Boy,,,,,220,9,4.5,0,25,870,28,,3,10,
0,1,Sandwiches,Bob Evans,,,,,340,17.5,4.5,0,30,870,32,1,6,14,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,150,1,0,0,0,870,35,1,26,0,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,150,1,0,0,0,870,35,1,26,0,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,150,1,0,0,0,870,35,1,26,1,
0,1,Toppings & Ingredients,Buffalo Wild Wings,,,,,150,1,0,0,0,870,35,1,26,0,
1,0,Fried Potatoes,Checker's Drive-In/ Rally's,,,,,390,19,7,1,20,870,49,5,0,5,
0,1,Toppings & Ingredients,Checker's Drive-In/ Rally's,,,,,5,0,0,0,0,870,1,0,0,0,
0,1,Salads,Chili's,,,,,490,37,9,0,50,870,25,5,4,16,
1,0,Entrees,Famous Dave's,,,,,450,27,9,0,210,870,1,1,2,50,
1,0,Toppings & Ingredients,Famous Dave's,,,,,70,0.5,0,0,0,870,17,1,14,1,
1,0,Sandwiches,Firehouse Subs,,,,,360,18,4,,35,870,34,2,9,17,
1,0,Salads,Hooter's,,,,,240,19,3.5,0,20,870,13,2,3,5,
0,1,Entrees,IHOP,,,,,360,17,7,0,65,870,35,2,10,18,
1,0,Entrees,KFC,,,,,290,19,2.5,0,30,870,19,1,0,13,
1,0,Entrees,Olive Garden,,,,,360,14,8,0,40,870,45,2,6,16,
0,1,Toppings & Ingredients,On The Border,,,,,340,35,4.5,0,30,870,6,2,3,3,
1,0,Pizza,Papa John's,,,,,340,15,6,,35,870,36,2,3,13,
1,0,Pizza,Papa John's,,,,,350,14,7,,35,870,41,2,5,15,
1,0,Salads,Papa Murphy's,,,,,190,6,2.5,0,65,870,8,5,4,25,
1,0,Salads,Pizza Hut,,,,,310,17,4,0,75,870,16,28,3,1,
1,0,Salads,Quiznos,,,,,420,37,9,0.5,25,870,12,4,6,9,
0,1,Appetizers & Sides,Red Lobster,,,,,470,36,7,0,120,870,41,4,8,19,
1,0,Salads,Red Robin,,,,,280,8,3.5,0,105,870,19,6,7,35,
1,0,Burgers,Red Robin,,,,,390,17,4,10,80,870,30,0,3,27,
1,0,Sandwiches,Sonic,,,,,550,30,6,0,45,870,48,4,10,21,
1,0,Entrees,Taco Bell,,,,,420,20,6,0,20,870,47,10,3,13,
1,0,Entrees,Taco Bell,,,,,420,20,6,0,20,870,47,10,3,13,
1,0,Entrees,The Capital Grille,,,,,320,26,13,0,95,870,10,0,2,13,
1,0,Appetizers & Sides,The Cheesecake Factory,,,,,300,11,2,0,0,870,45,3,12,3,
1,0,Entrees,Waffle House,,,,,410,18,10,0,50,870,55,2,15,8,
1,0,Entrees,Waffle House,,,,,360,26,9,0.5,225,870,17,1,1,15,
1,0,Appetizers & Sides,Waffle House,,,,,230,19,7,0,55,870,1,0,1,13,
1,0,Sandwiches,Waffle House,,,,,330,21,9.5,0,30,870,26,1,3,10,
1,0,Entrees,Waffle House,,,,,615,30,11.5,0,60,870,55,6,7,29,
0,1,Entrees,Waffle House,,,,,410,18,10,0,50,870,55,2,15,8,
1,0,Burgers,Whataburger,,,,,420,20,6,0.5,40,870,37,2,6,23,
1,0,Salads,Zaxby's,,,,,530,34,14,0,260,870,34,5,7,26,
1,0,Appetizers & Sides,Moe's Southwest Grill,,,,,238,23,5,0,0,868,18,9,5,5,
1,0,Desserts,BJ's Restaurant & Brewhouse,,,,,1160,51,32,0,180,867,162,2,110,13,
0,1,Salads,Bob Evans,,,,,410,24,10,0,55,860,32,5,11,19,
0,1,Toppings & Ingredients,Bob Evans,,,,,410,24,10,0,55,860,32,5,11,19,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,130,0,0,0,0,860,31,1,29,1,
0,1,Toppings & Ingredients,Buffalo Wild Wings,,,,,130,0,0,0,0,860,31,1,29,1,
1,0,Salads,California Pizza Kitchen,,,,,590,36,4.5,0,40,860,44,7,25,28,
1,0,Salads,Culver's,,,,,450,24,9,0,115,860,13,3,3,46,
0,1,Entrees,IHOP,,,,,440,27,4.5,0,50,860,31,2,13,17,
1,0,Sandwiches,Jimmy John's,,,,,600,27,11,0,45,860,59,4,8,33,
1,0,Appetizers & Sides,O'Charley's,,,,,350,16,3.5,0,15,860,44,4,4,8,
1,0,Sandwiches,O'Charley's,,,,,550,26,9,1.5,40,860,52,1,4,20,
1,0,Sandwiches,Quiznos,,,,,330,16,5,0,145,860,29,3,3,,
1,0,Entrees,Red Robin,,,,,380,19,4.5,0.5,15,860,39,0,11,13,
1,0,Toppings & Ingredients,Romano's Macaroni & Grill,,,,,340,36,20,1,90,860,4,0,2,2,
1,0,Toppings & Ingredients,Romano's Macaroni & Grill,,,,,310,23,3,0,0,860,15,4,9,4,
1,0,Entrees,Steak 'N Shake,,,,,350,24,5,0,35,860,29,2,4,7,
1,0,Burgers,Steak 'N Shake,,,,,740,50,16,1.5,95,860,36,2,9,29,
1,0,Entrees,TGI Friday's,,,,,850,45,16,0,200,860,93,3,32,14,
1,0,Appetizers & Sides,The Capital Grille,,,,,350,18,3.5,0,5,860,41,4,0,5,
1,0,Soup,Yard House,,,,,240,20,12,0,65,860,15,,12,2,
0,1,Soup,Yard House,,,,,240,20,12,0,65,860,15,,12,2,
0,1,Pizza,BJ's Restaurant & Brewhouse,,,,,330,15,5,0,27,856,38,2,3,12,
1,0,Salads,Portillo's,,,,,360,12,3,0,201,855,18,4,2,38,
1,0,Entrees,BJ's Restaurant & Brewhouse,,,,,220,6,1,0,99,851,0,0,0,39,
1,0,Toppings & Ingredients,BJ's Restaurant & Brewhouse,,,,,220,6,1,0,99,851,0,0,0,39,
0,1,Toppings & Ingredients,Applebee's,,,,,240,14,7,0,0,850,10,4,,19,
1,0,Burgers,Big Boy/Frisch's Big Boy,,,,,730,52,15,1.5,100,850,31,1,5,24,
0,1,Pizza,BJ's Restaurant & Brewhouse,,,,,320,14,5,0,25,850,37,2,2,12,
0,1,Toppings & Ingredients,Bob Evans,,,,,390,20,9,0,102,850,3,0,0,44,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,50,4,0.5,0,0,850,3,0,1,0,
1,0,Appetizers & Sides,California Pizza Kitchen,,,,,440,21,8,0,35,850,53,3,10,13,
0,1,Toppings & Ingredients,Chili's,,,,,380,22,4,0,95,850,5,0,1,41,
1,0,Sandwiches,Firehouse Subs,,,,,450,30,9,,55,850,30,1,8,15,
1,0,Toppings & Ingredients,Hooter's,,,,,140,14,0,0,0,850,4,0,0,0,
1,0,Toppings & Ingredients,Hooter's,,,,,10,0,0,0,0,850,2,0,0,0,
1,0,Entrees,KFC,,,,,270,14,3.5,0,20,850,27,2,1,11,
1,0,Salads,O'Charley's,,,,,660,43,8,0,90,850,40,4,31,33,
1,0,Entrees,O'Charley's,,,,,470,8,2.5,0,85,850,69,6,46,31,
1,0,Entrees,Olive Garden,,,,,480,19,7,0.5,105,850,53,4,5,20,
1,0,Entrees,On The Border,,,,,370,26,7,0,75,850,9,1,4,25,
1,0,Toppings & Ingredients,Pizza Hut,,,,,330,33,6,0,20,850,6,2,6,0,
1,0,Toppings & Ingredients,Pizza Hut,,,,,360,37,6,0,15,850,5,1,2,,
1,0,Sandwiches,Quiznos,,,,,300,11,5,0,35,850,40,2,3,12,
1,0,Appetizers & Sides,Red Lobster,,,,,380,17,5,0,0,850,48,11,19,11,
1,0,Sandwiches,Shake Shack,,,,,320,18,10,0.5,45,850,25,0,5,14,
1,0,Burgers,Shake Shack,,,,,370,18,8,1,75,850,24,0,5,25,
0,1,Entrees,TGI Friday's,,,,,450,33,8,0,340,850,23,3,1,14,
1,0,Appetizers & Sides,The Cheesecake Factory,,,,,390,22,7,0,50,850,31,13,5,16,
0,1,Desserts,BJ's Restaurant & Brewhouse,,,,,1140,50,32,0,162,845,160,3,107,12,
0,1,Desserts,Applebee's,,,,,1520,54,20,0,10,840,247,4,178,17,
1,0,Salads,Big Boy/Frisch's Big Boy,,,,,660,40,5,0,50,840,53,7,25,23,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,70,0,0,0,0,840,17,1,13,1,
1,0,Entrees,Buffalo Wild Wings,,,,,240,12,5,1,55,840,14,0,0,19,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,240,12,5,1,55,840,14,0,0,19,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,15,0,0,0,0,840,3,0,2,0,
0,1,Toppings & Ingredients,Buffalo Wild Wings,,,,,70,0,0,0,0,840,17,1,13,1,
0,1,Toppings & Ingredients,Buffalo Wild Wings,,,,,15,0,0,0,0,840,3,0,2,0,
0,1,Toppings & Ingredients,Buffalo Wild Wings,,,,,15,0,0,0,0,840,3,0,2,0,
0,1,Toppings & Ingredients,Buffalo Wild Wings,,,,,240,12,5,1,55,840,14,0,0,19,
1,0,Salads,California Pizza Kitchen,,,,,600,37,9,0,80,840,40,7,10,27,
0,1,Appetizers & Sides,Casey's General Store,,,,,140,8,1.5,0,30,840,11.3,0.6,0.6,6,
1,0,Burgers,Culver's,,,,,740,45,21,1.5,150,840,42,2,4,45,
0,1,Salads,Culver's,,,,,390,22,4.5,0,100,840,9,4,4,40,
0,1,Sandwiches,Dairy Queen,,,,,320,15,5,1,95,840,31,2,1,15,
1,0,Entrees,IHOP,,,,,570,33,10,0,85,840,60,3,15,9,
1,0,Entrees,IHOP,,,,,570,33,10,0,85,840,60,3,15,9,
1,0,Toppings & Ingredients,Moe's Southwest Grill,,,,,124,14,6,0,56,840,10,4,4,22,
1,0,Toppings & Ingredients,Moe's Southwest Grill,,,,,360,12,0,0,0,840,60,12,12,12,
1,0,Entrees,O'Charley's,,,,,480,37,10,0,40,840,27,2,8,11,
1,0,Entrees,Olive Garden,,,,,400,19,8,0,130,840,8,4,3,50,
1,0,Entrees,Olive Garden,,,,,400,19,8,0,130,840,8,4,3,50,
1,0,Pizza,Papa John's,,,,,230,9,4,,30,840,26,1,3,12,
1,0,Pizza,Papa John's,,,,,230,9,4,,30,840,26,1,3,12,
0,1,Entrees,Papa John's,,,,,340,15,7,,40,840,37,1,4,14,
1,0,Pizza,Papa Murphy's,,,,,330,15,7,0,40,840,33,1,4,10,
1,0,Toppings & Ingredients,Romano's Macaroni & Grill,,,,,470,39,5,0,0,840,21,4,9,5,
1,0,Sandwiches,Taco Bell,,,,,500,28,10,0,50,840,41,5,5,20,
0,1,Entrees,TGI Friday's,,,,,300,10,1.5,0,0,840,43,3,6,8,
0,1,Entrees,TGI Friday's,,,,,380,18,2.5,0,40,840,37,7,5,21,
1,0,Sandwiches,Waffle House,,,,,360,20.5,6,0,215,840,27,1,4,18,
1,0,Appetizers & Sides,Wendy's,,,,,500,14,7,0,35,840,74,9,7,20,40
1,0,Entrees,Whataburger,,,,,380,23,8,0,335,840,28,1,1,16,
1,0,Desserts,BJ's Restaurant & Brewhouse,,,,,1170,45,29,0,119,839,177,3,129,17,
1,0,Desserts,BJ's Restaurant & Brewhouse,,,,,1240,59,29,0,119,839,167,3,119,17,
0,1,Salads,BJ's Restaurant & Brewhouse,,,,,420,19,4,0,10,836,54,8,34,10,
1,0,Appetizers & Sides,Portillo's,,,,,330,24,9,0,54,836,11,3,2,20,
1,0,Entrees,Applebee's,,,,,310,9,2.5,0,15,830,44,2,10,11,
1,0,Sandwiches,Big Boy/Frisch's Big Boy,,,,,560,40,9,0,230,830,31,,,20,
1,0,Appetizers & Sides,Bob Evans,,,,,210,14,7,0,30,830,19,2,2,3,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,140,0,0,0,0,830,34,0,28,0,
1,0,Toppings & Ingredients,Buffalo Wild Wings,,,,,140,0,0,0,0,830,34,0,28,0,
