matched_2021,new_item_2022,food_category,restaurant,serving_size,serving_size_text,serving_size_unit,serving_size_household,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,potassium
1,0,Sandwiches,Del Taco,495,,g,,960,51,23,0,60,2650,78,7,6,48,
1,0,Sandwiches,Del Taco,495,,g,,940,51,19,0.05,480,2120,74,3,3,38,
1,0,Beverages,Perkins,495,,g,,880,49,29,0,175,300,100,0,85,11,
0,1,Entrees,Perkins,492,,g,,730,39,14,0,470,1600,72,8,19,27,
1,0,Entrees,Perkins,492,,g,,490,14,3.5,0,110,1520,57,4,11,35,
1,0,Entrees,Qdoba,491,,g,,1100,65,31,2,220,2180,70,4,8,62,931
1,0,Sandwiches,Qdoba,491,,g,,890,25,10,0,125,2140,127,1,12,42,922
0,1,Entrees,Subway,490,,g,,680,52,18,0,165,2670,15,5,7,45,
0,1,Beverages,Arby's,490,,g,,700,20,13,0,65,420,116,1,97,15,
0,1,Sandwiches,Arby's,490,,g,,700,21,14,0,65,420,113,1,99,16,
1,0,Entrees,Jack in the Box,487,,g,,630,6,1.5,0,65,2120,109,3,34,34,1000
1,0,Sandwiches,Carls Jr,487,,g,,840,35,15,0,100,1720,90,9,7,42,
1,0,Sandwiches,Hardee's,487,,g,,850,35,15,0.5,95,1720,90,8,7,41,
1,0,Beverages,Jack in the Box,486,,g,,830,32,23,1,75,490,149,0,98,17,810
1,0,Sandwiches,Perkins,485,,g,,1000,50,21,0,155,3470,79,4,5,56,
1,0,Sandwiches,Carls Jr,485,,g,,840,31,14,0,105,2030,88,6,6,46,
1,0,Appetizers & Sides,Golden Corral,484,,g,,870,66,13,0,5,2820,67,0,8,10,
1,0,Appetizers & Sides,White Castle,483,,g,,1100,53,10,0,35,2390,95,3,3,55,
1,0,Fried Potatoes,Wingstop,483,,g,,1180,64,11,0,20,1870,133,0,6,16,2908
1,0,Entrees,Qdoba,482,,g,,530,17,2.5,0,0,1250,84,7,6,16,1139
0,1,Toppings & Ingredients,Arby's,481,,g,,620,21,14,0.5,70,400,93,0,85,16,
0,1,Beverages,Arby's,479,,g,,0,0,0,0,0,0+,0,0,0,0,
1,0,Beverages,Chick Fil A,479,,g,,0,0,0,0,0,0,0,0,0,0,
1,0,Sandwiches,Carls Jr,478,,g,,830,31,14,0,130,1780,88,6,6,46,
1,0,Fried Potatoes,White Castle,476,,g,,1440,110,17,0,0,1830,101,10,0,10,
1,0,Salads,Chick Fil A,475,,g,,890,61,12,0,115,1710,44,8,9,43,
1,0,Entrees,Perkins,474,,g,,660,31,13,0,495,2200,61,4,21,34,
0,1,Beverages,Arby's,474,,g,,5,0,0,0,0,10,0,0,0,0,
1,0,Entrees,Perkins,472,,g,,1290,85,17,0,80,2400,97,6,8,33,
1,0,Salads,Carls Jr,470,,g,,730,47,15,0,40,1230,57,8,5,20,
1,0,Entrees,Perkins,469,,g,,870,43,13,0,720,2430,89,0,16,29,
0,1,Entrees,Subway,469,,g,,540,33,13,2,80,1520,36,9,15,29,
0,1,Salads,Chick Fil A,468,,g,,850,58,11,0,105,2400,40,8,7,41,
1,0,Entrees,Qdoba,468,,g,,750,29,13,0.5,180,1730,74,1,3,47,1037
1,0,Beverages,Arby's,468,,g,,310,0,0,0,0,20,81,0,77,0,
1,0,Beverages,Arby's,468,,g,,320,0,0,0,0,20,83,0,78,0,
1,0,Beverages,Perkins,466,,g,,220,0,0,0,0,95,57,0,57,0,
1,0,Beverages,Perkins,466,,g,,200,0,0,0,0,95,51,0,51,0,
1,0,Beverages,Perkins,466,,g,,190,0,0,0,0,70,50,0,49,0,
1,0,Beverages,Perkins,466,,g,,200,0,0,0,0,65,52,0,52,0,
1,0,Beverages,Perkins,466,,g,,0,0,0,0,0,55,0,0,0,0,
1,0,Beverages,Perkins,466,,g,,210,0,0,0,0,45,56,0,56,0,
1,0,Sandwiches,Del Taco,465,,g,,890,45,19,1,130,3010,76,2,5,47,
1,0,Sandwiches,Del Taco,465,,g,,860,45,15,0,150,2650,74,2,4,43,
0,1,Sandwiches,Subway,464,,g,,860,28,13,1,245,2940,78,3,8,84,
1,0,Soup,Einstein Bros,464,,g,,430,32,9,0,35,2210,27,5,5,8,
1,0,Entrees,Perkins,460,,g,,890,56,25,0,430,2260,70,3,6,28,
1,0,Appetizers & Sides,Golden Corral,460,,g,,830,14,5,1.5,15,115,165,7,110,10,
1,0,Salads,Chick Fil A,459,,g,,860,60,12,0,105,2230,44,8,9,37,
1,0,Sandwiches,Del Taco,459,,g,,810,32,12,0,0,2080,92,13,5,43,
1,0,Burgers,Carls Jr,456,,g,,1400,87,35,4,270,2960,75,5,20,80,
0,1,Entrees,Perkins,456,,g,,1160,43,18,0,130,2340,175,0,73,14,
1,0,Soup,Einstein Bros,454,,g,,210,5,1.5,0,40,2210,24,0,3,16,
1,0,Salads,Chick Fil A,454,,g,,840,59,12,0,110,1960,40,8,9,38,
1,0,Salads,Chick Fil A,452,,g,,840,58,12,0,120,2060,38,7,8,41,
0,1,Entrees,Perkins,450,,g,,1000,42,14,0,510,2160,131,0,67,26,
1,0,Appetizers & Sides,Golden Corral,450,,g,,660,36,11,0.5,30,1930,67,2,9,20,
0,1,Salads,Subway,450,,g,,370,26,8,0,80,1670,14,5,7,24,
1,0,Entrees,Hardee's,449,,g,,990,61,19,3,425,2600,75,4,6,32,
1,0,Burgers,Carls Jr,447,,g,,1280,71,17,1.5,100,2710,131,7,26,36,
1,0,Entrees,Hardee's,447,,g,,1280,71,17,1.5,100,2710,131,7,26,36,
1,0,Burgers,Hardee's,447,,g,,1110,70,22,1,45,2140,66,7,14,56,
1,0,Fried Potatoes,White Castle,447,,g,,1330,101,22,0,0,1520,92,9,0,9,
1,0,Entrees,Qdoba,447,,g,,500,23,5,0,125,1270,43,6,6,35,1384
1,0,Beverages,Chick Fil A,447,,g,,170,0,0,0,0,10,43,0,43,0,
1,0,Entrees,Perkins,445,,g,,740,31,9,0,485,2180,90,2,13,23,
1,0,Sandwiches,Del Taco,444,,g,,1090,64,24,0,80,2190,81,7,6,42,
0,1,Entrees,Subway,444,,g,,760,55,21,1,205,1750,13,4,7,55,
1,0,Fried Potatoes,Wingstop,442,,g,,1023,47,8,0,0,1910,134,0,8,15,2820
1,0,Sandwiches,Del Taco,441,,g,,990,58,21,0,465,2140,71,2,3,34,
1,0,Entrees,Perkins,441,,g,,780,46,20,0,100,1750,61,4,8,25,
0,1,Salads,Del Taco,441,,g,,500,33,16,0.05,105,1150,23,1,9,27,
0,1,Salads,Del Taco,441,,g,,460,29,15,0,55,1110,29,4,9,24,
1,0,Entrees,Arby's,440,,g,,240,0,0,0,0,20,64,0,60,0,
1,0,Burgers,Carls Jr,438,,g,,1380,81,35,2.5,240,2750,80,4,17,85,
1,0,Burgers,Carls Jr,438,,g,,1380,81,35,2.5,240,2750,80,4,17,85,
1,0,Beverages,Chick Fil A,438,,g,,150,2.5,1.5,0,0,75,30,0,24,5,
1,0,Beverages,Chick Fil A,438,,g,,140,2.5,1.5,0,0,75,30,0,23,5,
0,1,Desserts,Del Taco,437,,g,,660,14,8,0,35,300,117,1,100,15,
1,0,Salads,Chick Fil A,436,,g,,910,63,13,0,230,1870,40,6,10,45,
1,0,Entrees,Perkins,435,,g,,1030,79,29,0,715,1920,35,3,4,47,
1,0,Fried Potatoes,Wingstop,434,,g,,1074,55,9,0,20,2710,129,0,8,15,2893
0,1,Sandwiches,McDonald's,434,,g,,1150,60,20,0,575,2260,116,7,17,36,
1,0,Salads,Chick Fil A,434,,g,,720,50,10,0,125,1280,29,8,8,39,
1,0,Beverages,Chick Fil A,434,,g,,180,0,0,0,0,75,48,0,47,0,
1,0,Entrees,Hardee's,433,,g,,980,58,19,-,230,2030,63,4,6,29,
1,0,Entrees,Qdoba,432,,g,,510,18,4,0,125,1130,52,5,4,37,1251
1,0,Entrees,Hardee's,431,,g,,1150,79,26,2,435,2420,76,12,5,30,
1,0,Entrees,Hardee's,430,,g,,990,56,18,2.5,240,2020,66,2,5,33,
1,0,Burgers,Perkins,430,,g,,1070,69,27,2,390,1630,56,2,7,62,
0,1,Burgers,Perkins,430,,g,,1140,70,23,3.5,245,1580,42,1,9,65,
1,0,Salads,Subway,430,,g,,490,36,12,1,110,1020,13,5,7,30,
0,1,Beverages,McDonald's,430,,g,,710,20,12,1,65,210,116,0,100,14,
1,0,Sandwiches,Del Taco,429,,g,,750,25,8,1,75,2440,89,10,4,41,
1,0,Sandwiches,Einstein Bros,429,,g,,1200,74,33,1,340,2440,90,5,4,50,
1,0,Sandwiches,Del Taco,429,,g,,720,25,4.5,0,90,2080,88,10,3,37,
1,0,Entrees,Qdoba,428,,g,,580,15,5,0,0,1390,85,5,4,28,1125
0,1,Salads,Chick Fil A,427,,g,,860,60,13,0,215,2560,36,6,8,42,
1,0,Entrees,Golden Corral,427,,g,,390,8,2,0,235,890,40,1,0,36,
1,0,Entrees,Hardee's,426,,g,,880,42,9,0,230,2580,42,6,0,82,
1,0,Salads,Subway,426,,g,,260,4,1,0,50,900,43,4,42,19,
1,0,Salads,Subway,426,,g,,300,17,6,1,40,780,23,7,10,16,
1,0,Entrees,Chick Fil A,425,,g,,950,43,9,0,315,4550,41,0,4,100,
0,1,Entrees,Chick Fil A,425,,g,,950,43,9,0,315,4550,41,0,4,100,
1,0,Toppings & Ingredients,Church's Chicken,425,,g,,250,11,6,0,0,1750,36,1,4,2,
1,0,Sandwiches,Carls Jr,425,,g,,730,26,12,0,50,1190,93,6,8,27,
1,0,Salads,Qdoba,425,,g,,540,22,4,0,125,1180,52,1,9,36,1186
1,0,Salads,Chick Fil A,424,,g,,690,49,10,0,100,1570,29,8,8,33,
0,1,Salads,Chick Fil A,424,,g,,690,49,9.5,0,110,1220,29,7,8,35,
0,1,Salads,Chick Fil A,424,,g,,690,49,9.5,0,110,1220,29,7,8,35,
1,0,Entrees,Hardee's,423,,g,,1000,26,26,2.5,230,2340,56,2,7,25,
0,1,Soup,Chick Fil A,422,,g,,580,16,5,0,90,1980,65,31,7,44,
1,0,Salads,Jack in the Box,422,,g,,530,26,7,0,85,1560,45,9,5,34,830
1,0,Beverages,Chick Fil A,422,,g,,15,0,0,0,0,0,4,0,3,0,
0,1,Salads,Del Taco,421,,g,,440,26,13,0,105,1370,23,1,8,29,
0,1,Salads,Del Taco,421,,g,,420,26,10,0,115,1140,22,1,7,26,
1,0,Sandwiches,Perkins,420,,g,,1190,70,25,0,180,3060,88,2,4,54,
1,0,Appetizers & Sides,Golden Corral,420,,g,,840,63,17,0,35,2440,55,0,6,13,
1,0,Salads,Chick Fil A,420,,g,,870,62,13,0,220,2390,40,6,10,39,
0,1,Sandwiches,McDonald's,420,,g,,1090,56,19,0,575,2150,111,6,17,36,
0,1,Beverages,McDonald's,420,,g,,720,20,12,1,60,300,119,1,98,15,
1,0,Entrees,Perkins,419,,g,,640,41,16,0,700,1420,34,3,5,36,
1,0,Beverages,Chick Fil A,419,,g,,120,0,0,0,0,0,33,0,32,0,
0,1,Appetizers & Sides,White Castle,416,,g,,1280,87,14,0,245,2720,94,5,5,36,
1,0,Burgers,Carls Jr,415,,g,,1130,60,22,0,30,2510,90,4,18,56,
1,0,Salads,Chick Fil A,415,,g,,850,61,13,0,225,2130,36,6,10,40,
1,0,Sandwiches,Del Taco,414,,g,,1050,60,22,1,155,2600,73,4,4,51,
1,0,Sandwiches,Del Taco,414,,g,,1020,60,18,0,170,2240,72,4,3,46,
0,1,Entrees,Subway,414,,g,,380,21,4,0,115,2080,13,4,7,36,
1,0,Entrees,Perkins,414,,g,,770,47,14,0.5,515,1940,47,2,2,38,
1,0,Salads,Subway,414,,g,,300,19,4,0,65,1180,13,5,7,20,
1,0,Salads,Chick Fil A,413,,g,,850,61,13,0,235,2220,34,5,9,42,
1,0,Beverages,Chick Fil A,412,,g,,570,19,12,0.5,75,380,93,1,87,11,
0,1,Beverages,McDonald's,412,,g,,680,20,12,1,60,220,111,0,82,14,
1,0,Beverages,Chick Fil A,412,,g,,80,0,0,0,0,0,20,0,19,0,
1,0,Appetizers & Sides,Church's Chicken,411,,g,,700,41,12,0,165,2510,62,4,4,21,
1,0,Beverages,Chick Fil A,411,,g,,630,25,15,1,85,410,90,1,84,13,
1,0,Beverages,Chick Fil A,410,,g,,50,0,0,0,0,10,14,0,10,0,
1,0,Beverages,Chick Fil A,410,,g,,220,0,0,0,0,10,58,0,55,0,
1,0,Burgers,Carls Jr,409,,g,,1150,63,22,0.5,35,2480,87,9,17,60,
1,0,Entrees,Hardee's,409,,g,,1050,68,21,2,430,2420,76,12,5,31,
1,0,Beverages,Chick Fil A,409,,g,,580,23,15,1,90,380,82,0,80,13,
1,0,Desserts,Del Taco,408,,g,,520,9,5,0,35,280,96,0,82,14,
1,0,Entrees,Hardee's,405,,g,,1160,64,20,1,115,2510,111,5,28,36,
1,0,Entrees,Golden Corral,405,,g,,610,37,12,0,135,1550,33,2,6,38,
1,0,Sandwiches,Perkins,405,,g,,1070,69,29,2,180,1390,61,4,2,55,
1,0,Burgers,Hardee's,404,,g,,1400,97,35,4.5,295,2780,53,4,13,86,
1,0,Beverages,Chick Fil A,403,,g,,0,0,0,0,0,0,0,0,0,0,
1,0,Entrees,Church's Chicken,402,,g,,640,36,15,0,65,2760,57,4,11,26,
1,0,Entrees,Hardee's,402,,g,,970,60,20,-,215,1950,62,4,6,24,
0,1,Sandwiches,Subway,401,,g,,1170,76,32,2,200,4140,85,4,11,49,
1,0,Salads,Jack in the Box,401,,g,,340,14,7,0,75,780,28,7,4,29,790
0,1,Salads,Jack in the Box,401,,g,,340,13,6,0,75,780,28,7,4,29,790
1,0,Entrees,Perkins,400,,g,,560,32,11,0,160,1680,8,,6,58,
1,0,Entrees,Perkins,400,,g,,560,32,11,0,160,1680,8,,6,58,
1,0,Entrees,Qdoba,399,,g,,510,22,10,0,30,1110,48,4,4,31,1361
1,0,Beverages,Chick Fil A,399,,g,,590,22,14,1,85,350,90,1,87,12,
1,0,Beverages,Carls Jr,397,,g,,710,39,25,1.5,105,340,79,1,53,13,
1,0,Desserts,Del Taco,397,,g,,550,9,5,0,35,330,102,0,83,14,
1,0,Beverages,Carls Jr,397,,g,,690,36,24,1.5,105,300,84,1,59,12,
1,0,Beverages,Hardee's,397,,g,,690,36,24,1.5,,300,84,1,59,12,
1,0,Desserts,Del Taco,397,,g,,480,9,5,0,35,270,85,0,72,14,
1,0,Beverages,Carls Jr,397,,g,,690,35,24,1.5,105,250,83,0,64,12,
1,0,Beverages,Hardee's,397,,g,,690,35,24,1.5,,250,83,0,64,12,
1,0,Beverages,Carls Jr,397,,g,,700,35,24,1.5,105,240,86,0,65,12,
1,0,Beverages,Hardee's,397,,g,,700,35,24,1.5,105,240,86,0,65,12,
0,1,Entrees,Subway,395,,g,,330,5,2,0,95,1090,41,3,42,34,
1,0,Appetizers & Sides,White Castle,394,,g,,1490,111,31,1,100,3110,77,4,6,41,
1,0,Salads,Chick Fil A,394,,g,,730,52,11,0,240,1450,24,6,9,41,
0,1,Entrees,Qdoba,394,,g,,490,16,5,0,135,1250,54,1,4,37,1061
1,0,Sandwiches,Jack in the Box,393,,g,,1070,72,21,0.5,370,2210,70,5,5,36,550
1,0,Fried Potatoes,Del Taco,393,,g,,660,44,16,0,75,1760,46,6,4,21,
1,0,Appetizers & Sides,Golden Corral,392,,g,,140,4,0,0,0,1330,16,8,1,4,
1,0,Entrees,Perkins,392,,g,,550,40,16,0,705,850,14,2,5,37,
1,0,Entrees,Golden Corral,392,,g,,510,32,13,0,375,750,35,2,3,21,
1,0,Salads,Chick Fil A,390,,g,,710,51,11,0,220,1770,25,6,9,36,
1,0,Burgers,Carls Jr,390,,g,,920,56,23,2,140,1540,59,4,13,48,
1,0,Entrees,Qdoba,390,,g,,590,18,7,0,125,1370,75,1,10,34,871
1,0,Burgers,Perkins,390,,g,,870,54,22,2,160,1180,48,1,8,50,
1,0,Burgers,Carls Jr,388,,g,,980,64,24,2,145,1480,56,4,11,47,
0,1,Sandwiches,Einstein Bros,387,,g,,1000,59,25,0.5,340,1960,75,5,6,43,
1,0,Sandwiches,Del Taco,387,,g,,880,50,11,0,70,1750,80,5,5,28,
1,0,Entrees,Perkins,385,,g,,650,42,13,0,545,1210,48,3,10,23,
1,0,Salads,Chick Fil A,384,,g,,700,51,11,0,225,1380,25,5,9,37,
1,0,Soup,Einstein Bros,383,,g,,230,3,0,0,0,1220,42,11,8,9,
1,0,Beverages,Chick Fil A,383,,g,,250,6,4,0,25,120,46,0,43,6,
1,0,Beverages,Chick Fil A,383,,g,,330,6,4,0,25,120,65,0,63,6,
1,0,Beverages,Chick Fil A,383,,g,,250,6,4,0,25,120,43,1,39,6,
1,0,Burgers,Carls Jr,382,,g,,1290,89,32,4,265,3120,53,2,10,76,
1,0,Entrees,Hardee's,382,,g,,1010,44,15,0,85,2930,114,5,26,39,
1,0,Appetizers & Sides,Church's Chicken,382,,g,,320,3.5,1,0,0,1950,71,5,5,6,
1,0,Beverages,Chick Fil A,382,,g,,60,0,0,0,0,0,17,0,16,0,
1,0,Sandwiches,Subway,381,,g,,800,39,14,2,75,2010,78,8,12,34,
1,0,Salads,Jack in the Box,381,,g,,220,8,2.5,0,60,700,13,3,5,25,800
1,0,Appetizers & Sides,White Castle,380,,g,,1050,68,15,0,360,2020,41,2,1,58,
1,0,Burgers,Hardee's,380,,g,,920,56,23,2,140,1530,59,3,13,48,
1,0,Sandwiches,Subway,378,,g,,840,45,15,0,170,1990,56,4,6,55,
1,0,Beverages,Jack in the Box,378,,g,,680,23,17,1,50,390,107,0,88,13,560
1,0,Beverages,Golden Corral,378,,g,,280,0,0,0,0,60,46,1,36,0,
1,0,Salads,Chick Fil A,377,,g,,750,43,8,0,85,1520,57,5,27,36,
1,0,Sandwiches,Carls Jr,377,,g,,660,25,12,0,50,1040,76,8,3,30,
1,0,Burgers,Carls Jr,376,,g,,960,64,18,2,120,1820,50,3,11,38,
1,0,Desserts,Baskin Robbins,376,,g,,1160,48,33,1,120,550,164,3,113,13,689
0,1,Salads,Subway,374,,g,,310,23,10,1,60,1200,16,5,8,14,
1,0,Entrees,Perkins,373,,g,,620,29,10,0,195,1450,42,1,12,46,
1,0,Entrees,Golden Corral,372,,g,,820,49,24,0,0,2430,86,3,7,13,
0,1,Entrees,Subway,372,,g,,610,48,22,1,135,1830,18,5,8,30,
0,1,Salads,Subway,372,,g,,220,10,1,0,0,390,26,12,7,9,
0,1,Beverages,Arby's,372,,g,,540,16,10,0,50,320,88,1,74,12,
0,1,Sandwiches,Arby's,372,,g,,540,17,11,0,50,320,86,1,76,12,
1,0,Salads,Jack in the Box,371,,g,,540,31,9,0,95,1620,29,5,4,37,720
0,1,Salads,Chick Fil A,370,,g,,710,40,7.5,0,75,2200,56,6,27,34,
1,0,Salads,Subway,370,,g,,210,9,4,0,65,740,12,4,6,22,
1,0,Desserts,Baskin Robbins,370,,g,,1110,43,26,1,100,610,165,3,115,15,724
1,0,Beverages,Jack in the Box,370,,g,,650,23,17,1,50,340,100,0,85,12,550
1,0,Beverages,Carls Jr,370,,g,,150,0,0,0,0,85,39,0,39,0,
1,0,Sandwiches,Jack in the Box,369,,g,,1060,71,21,0.5,370,2090,69,4,4,35,540
1,0,Salads,Qdoba,369,,g,,330,20,4,0,125,830,18,5,4,27,1157
1,0,Salads,Golden Corral,367,,g,,550,44,9,0,95,1850,15,2,6,24,
1,0,Salads,Jack in the Box,366,,g,,420,21,4.5,0,70,1300,31,6,6,28,780
1,0,Sandwiches,Subway,365,,g,,540,11,2,0,95,1300,71,3,23,41,
0,1,Sandwiches,Del Taco,364,,g,,760,42,12,0,85,1910,69,6,7,29,
1,0,Entrees,Perkins,364,,g,,400,17,3,0,90,1820,21,2,13,38,
0,1,Entrees,Perkins,364,,g,,400,17,3,0,90,1820,21,2,13,38,
0,1,Sandwiches,Subway,363,,g,,860,53,15,0,150,2930,56,3,5,46,
1,0,Entrees,Hardee's,363,,g,,500,19,8,65,65,1500,55,6,5,27,
0,1,Sandwiches,Subway,363,,g,,660,26,3,0,0,1230,87,19,8,21,
1,0,Burgers,Perkins,362,,g,,710,40,14,2,120,820,48,1,9,40,
1,0,Beverages,Jack in the Box,362,,g,,690,28,18,1,50,470,100,1,78,13,555
1,0,Salads,Subway,362,,g,,310,24,4,0,40,390,10,4,5,15,
1,0,Entrees,Jack in the Box,361,,g,,930,46,5,0,170,3520,63,6,4,65,840
1,0,Entrees,Perkins,361,,g,,720,39,12,0,505,2110,68,0,12,24,
0,1,Sandwiches,Subway,361,,g,,970,54,20,0,135,2090,76,2,10,54,
1,0,Salads,Chick Fil A,361,,g,,720,42,8,0,75,2040,56,6,27,30,
1,0,Sandwiches,Einstein Bros,361,,g,,870,51,20,1,455,1550,64,5,9,40,
0,1,Sandwiches,Arby's,361,,g,,480,17,11,0,55,300,70,0,64,12,
0,1,Beverages,Arby's,358,,g,,5,0,0,0,0,0+,1,0,0,0,
1,0,Desserts,Arby's,358,,g,,740,39,14,2,130,2530,48,2,9,49,
0,1,Entrees,Subway,358,,g,,380,19,9,1,140,1150,12,4,5,42,
0,1,Entrees,Subway,358,,g,,380,19,2,0,0,700,41,19,8,14,
1,0,Salads,Subway,358,,g,,150,4,1,0,40,500,12,4,6,17,
1,0,Salads,Subway,358,,g,,150,5,2,0,50,470,10,4,5,18,
0,1,Salads,Subway,358,,g,,130,4,1,0,45,370,11,4,6,16,
0,1,Salads,Subway,358,,g,,130,3,1,0,50,280,10,4,5,19,
1,0,Appetizers & Sides,Perkins,357,,g,,340,9,4,0,10,200,57,4,32,8,
1,0,Sandwiches,Perkins,356,,g,,940,52,20,0,165,3100,64,2,10,54,
1,0,Sandwiches,Subway,356,,g,,560,19,4,0,110,1800,56,3,5,42,
1,0,Salads,Chick Fil A,356,,g,,690,41,8,0,80,1770,53,5,27,31,
1,0,Entrees,Golden Corral,356,,g,,500,31,10,0,475,1020,25,1,3,33,
0,1,Beverages,Panera Bread,355,,ml,,170,0,0,0,0,60,46,0,46,0,
0,1,Beverages,Panera Bread,355,,ml,,150,0,0,0,0,30,40,0,40,0,
0,1,Beverages,Arby's,355,,g,,0,0,0,0,0,5,0,0,0,0,
1,0,Salads,Chick Fil A,354,,g,,690,40,8,0,90,1860,51,5,27,34,
0,1,Sandwiches,Subway,354,,g,,630,24,6,0,65,1830,58,2,4,46,
1,0,Sandwiches,Einstein Bros,354,,g,,640,29,9,0,60,1730,65,5,5,28,
0,1,Sandwiches,Subway,354,,g,,820,45,12,1,550,1680,56,2,4,47,
1,0,Beverages,Perkins,354,,g,,170,1,0,0,0,1310,40,0,0,2,
1,0,Desserts,Baskin Robbins,354,,g,,1250,85,33,1,100,740,106,7,87,28,1059
1,0,Beverages,Chick Fil A,354,,g,,140,0,0,0,0,50,40,0,40,0,
1,0,Beverages,Golden Corral,354,,g,,500,0,0,0,0,35,100,0,92,0,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,15,11,0,0,1,
1,0,Beverages,Perkins,354,,g,,160,0,0,0,0,10,13,0,0,2,
1,0,Beverages,Perkins,354,,g,,110,0,0,0,0,10,7,0,0,1,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,10,12,0,0,2,
1,0,Beverages,Perkins,354,,g,,100,0,0,0,0,10,3,0,0,1,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,10,11,0,0,1,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,5,12,0,0,2,
1,0,Beverages,Perkins,354,,g,,140,0,0,0,0,5,13,0,0,1,
1,0,Beverages,Perkins,354,,g,,140,0,0,0,0,5,13,0,0,1,
1,0,Beverages,Perkins,354,,g,,100,0,0,0,0,5,3,0,0,,
1,0,Beverages,Perkins,354,,g,,180,0,0,0,0,0,20,0,0,0,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,0,11,0,0,0,
1,0,Beverages,Perkins,354,,g,,170,0,0,0,0,0,15,0,0,1,
1,0,Beverages,Perkins,354,,g,,130,0,0,0,0,0,10,0,0,0,
1,0,Beverages,Perkins,354,,g,,130,0,0,0,0,0,17,0,0,0,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,0,11,0,0,1,
1,0,Beverages,Perkins,354,,g,,100,0,0,0,0,0,11,0,0,0,
1,0,Beverages,Perkins,354,,g,,160,0,0,0,0,0,14,0,0,0,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,0,11,0,0,0,
1,0,Beverages,Perkins,354,,g,,110,0,0,0,0,0,8,0,0,0,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,0,5,0,0,0,
1,0,Beverages,Perkins,354,,g,,110,0,0,0,0,0,7,0,0,1,
1,0,Beverages,Perkins,354,,g,,120,0,0,0,0,0,9,0,0,1,
1,0,Beverages,Perkins,354,,g,,160,0,0,0,0,0,13,0,0,0,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,0,10,0,0,0,
1,0,Beverages,Perkins,354,,g,,140,0,0,0,0,0,11,0,0,0,
1,0,Beverages,Perkins,354,,g,,140,0,0,0,0,0,13,0,0,1,
1,0,Beverages,Perkins,354,,g,,90,0,0,0,0,0,18,0,18,2,
1,0,Beverages,Perkins,354,,g,,160,0,0,0,0,0,11,0,0,0,
1,0,Beverages,Perkins,354,,g,,130,0,0,0,0,0,10,0,0,1,
1,0,Beverages,Perkins,354,,g,,170,0,0,0,0,0,18,0,0,2,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,0,13,0,0,0,
1,0,Beverages,Perkins,354,,g,,170,0,0,0,0,0,21,0,0,1,
1,0,Beverages,Perkins,354,,g,,130,0,0,0,0,0,10,0,0,1,
1,0,Beverages,Perkins,354,,g,,150,0,0,0,0,0,13,0,0,0,
1,0,Beverages,Perkins,354,,g,,230,0,0,0,0,0,33,0,0,0,
1,0,Beverages,Perkins,354,,g,,230,0,0,0,0,0,36,0,0,0,
1,0,Beverages,Perkins,354,,g,,180,0,0,0,0,0,175,0,0,0,
0,1,Salads,McDonald's,353,,g,,430,20,4,0,55,920,38,6,12,26,
0,1,Desserts,McDonald's,353,,g,,710,25,16,1,60,220,105,4,97,15,
1,0,Fried Potatoes,White Castle,353,,g,,770,49,9,0,0,115,76,8,4,8,
1,0,Fried Potatoes,White Castle,353,,g,,810,49,11,0,0,95,81,8,4,12,
1,0,Sandwiches,Hardee's,352,,g,,630,23,11,-,80,1650,70,7,4,36,
1,0,Entrees,Golden Corral,352,,g,,670,45,18,0,475,1620,34,0,6,35,
1,0,Salads,Subway,351,,g,,240,15,5,0,50,880,12,4,5,14,
1,0,Salads,Subway,351,,g,,160,9,2,0,45,700,10,4,5,12,
1,0,Appetizers & Sides,Church's Chicken,351,,g,,500,34,5,0,20,600,49,7,39,3,
1,0,Beverages,Perkins,350,,g,,70,0,0,0,0,1020,15,3,9,3,
0,1,Salads,McDonald's,350,,g,,320,9,3,0,70,960,30,6,11,30,
1,0,Salads,Jack in the Box,350,,g,,350,18,8,0,105,910,10,3,5,39,1090
1,0,Desserts,Golden Corral,350,,g,,840,32,16,0,180,680,127,1,93,12,
1,0,Beverages,Perkins,350,,g,,170,0,0,0,0,70,43,0,43,0,
1,0,Beverages,Perkins,350,,g,,150,0,0,0,0,70,38,0,38,0,
1,0,Beverages,Perkins,350,,g,,150,0,0,0,0,50,39,0,39,0,
1,0,Beverages,Perkins,350,,g,,150,0,0,0,0,50,38,0,37,0,
1,0,Beverages,Perkins,350,,g,,170,0,0,0,0,45,47,0,47,0,
1,0,Beverages,Perkins,350,,g,,0,0,0,0,0,40,0,0,0,0,
1,0,Beverages,Perkins,350,,g,,160,0,0,0,0,35,42,0,42,0,
