restaurant,calories,total_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein,cuisine
Bonefish Grill,110,0.0,0,45,29,0,29,0,seafood
Bonefish Grill,100,0.0,0,40,26,0,26,0,seafood
Bonefish Grill,510,28.0,0,1340,59,6,0,7,seafood
Bonefish Grill,180,8.0,20,110,27,1,16,2,seafood
Bonefish Grill,540,23.0,55,330,81,2,49,6,seafood
Bonefish Grill,1090,45.0,110,660,163,3,99,12,seafood
Bonefish Grill,190,9.0,15,105,26,1,16,2,seafood
Bonefish Grill,560,27.0,50,310,79,4,47,7,seafood
Bonefish Grill,1120,53.0,95,620,159,7,94,14,seafood
Bonefish Grill,0,0.0,0,0,0,0,0,0,seafood
Bonefish Grill,0,0.0,0,5,1,0,0,0,seafood
Bonefish Grill,100,0.0,0,15,25,0,25,0,seafood
Bonefish Grill,210,0.0,0,20,17,0,0,2,seafood
Bonefish Grill,110,0.0,0,10,7,0,0,1,seafood
Bonefish Grill,110,0.0,0,10,5,0,0,0,seafood
Bonefish Grill,100,0.0,0,10,3,0,0,1,seafood
Bonefish Grill,100,0.0,0,5,3,0,0,0,seafood
Bonefish Grill,150,0.0,0,15,13,0,0,2,seafood
Bonefish Grill,150,0.0,0,0,13,0,0,1,seafood
Bonefish Grill,260,0.0,0,0,38,0,37,0,seafood
Bonefish Grill,210,0.0,0,0,28,0,26,0,seafood
Bonefish Grill,230,0.0,0,0,31,1,29,0,seafood
Bonefish Grill,160,0.0,0,0,2,0,1,0,seafood
Bonefish Grill,160,0.0,0,0,20,1,19,0,seafood
Bonefish Grill,150,0.0,0,5,5,0,1,0,seafood
Bonefish Grill,640,0.0,0,40,29,0,29,3,seafood
Bonefish Grill,150,0.0,0,10,7,0,7,1,seafood
Bonefish Grill,600,0.0,0,0,22,0,0,0,seafood
Bonefish Grill,610,0.0,0,35,19,0,7,1,seafood
Bonefish Grill,140,0.0,0,10,5,0,2,0,seafood
Bonefish Grill,630,0.0,0,30,19,0,5,1,seafood
Bonefish Grill,180,0.0,0,0,29,0,28,0,seafood
Bonefish Grill,790,49.0,240,1550,14,1,10,62,seafood
Bonefish Grill,1140,61.0,35,3400,131,15,8,18,seafood
Bonefish Grill,210,5.0,105,430,1,0,0,39,seafood
Bonefish Grill,260,9.0,120,340,0,0,0,44,seafood
Bonefish Grill,1530,72.0,630,2580,35,10,9,189,seafood
Bonefish Grill,1200,28.0,0,2620,222,2,1,17,seafood
Bonefish Grill,3310,189.0,810,8380,275,24,32,118,seafood
Bonefish Grill,800,15.0,490,540,7,2,1,161,seafood
Bonefish Grill,1400,81.0,415,740,11,3,3,162,seafood
Bonefish Grill,1170,101.0,0,1790,60,20,29,21,seafood
Bonefish Grill,760,49.0,180,760,23,9,10,65,seafood
Bonefish Grill,630,48.0,225,1490,23,9,10,33,seafood
Bonefish Grill,1320,68.0,125,3170,126,11,18,50,seafood
Bonefish Grill,1410,82.0,165,2570,109,9,12,58,seafood
Bonefish Grill,510,22.0,210,910,14,1,9,61,seafood
Bonefish Grill,340,5.0,320,1120,4,1,1,72,seafood
Bonefish Grill,560,32.0,215,1390,11,1,3,59,seafood
Bonefish Grill,590,36.0,220,1250,10,1,3,59,seafood
Bonefish Grill,620,34.0,335,1060,3,1,1,75,seafood
Bonefish Grill,700,36.0,115,1090,61,3,8,31,seafood
Bonefish Grill,50,2.5,5,105,8,3,4,2,seafood
Bonefish Grill,100,7.0,15,330,8,3,3,4,seafood
Bonefish Grill,70,5.0,10,240,6,2,2,3,seafood
Bonefish Grill,30,0.0,0,0,7,3,3,2,seafood
Bonefish Grill,910,6.0,470,860,11,3,3,209,seafood
Bonefish Grill,1270,16.0,1070,3570,19,5,4,269,seafood
Bonefish Grill,390,27.0,60,1300,33,11,11,14,seafood
Bonefish Grill,210,10.0,20,420,30,11,14,7,seafood
Bonefish Grill,2090,109.0,340,3270,182,8,24,92,seafood
Bonefish Grill,200,6.0,5,790,1,0,0,1,seafood
Bonefish Grill,150,0.0,0,15,13,0,0,2,seafood
Bonefish Grill,650,24.0,55,1040,73,9,23,36,seafood
Bonefish Grill,380,20.0,60,3290,19,3,5,34,seafood
Bonefish Grill,910,59.0,220,1660,57,4,3,39,seafood
Bonefish Grill,610,36.0,70,2700,53,2,8,19,seafood
Bonefish Grill,1280,78.0,65,3840,121,13,2,24,seafood
Bonefish Grill,480,20.0,0,850,60,2,2,12,seafood
Bonefish Grill,850,56.0,245,1020,17,3,2,64,seafood
Bonefish Grill,700,49.0,425,1310,3,1,1,61,seafood
Bonefish Grill,1080,21.0,195,2640,130,14,18,84,seafood
Bonefish Grill,1130,34.0,125,2630,130,14,18,67,seafood
Bonefish Grill,940,20.0,235,3370,131,14,18,51,seafood
Bonefish Grill,610,13.0,55,1520,89,3,22,36,seafood
Bonefish Grill,1190,64.0,405,2980,110,8,12,44,seafood
Bonefish Grill,230,1.5,115,210,3,1,1,52,seafood
Bonefish Grill,460,23.0,175,1240,6,0,3,53,seafood
Bonefish Grill,230,4.5,145,160,0,0,0,48,seafood
Bonefish Grill,290,9.0,260,1370,5,0,0,49,seafood
Bonefish Grill,350,9.0,320,1390,2,0,0,64,seafood
Bonefish Grill,380,13.0,320,1250,1,0,0,64,seafood
Bonefish Grill,390,9.0,370,1090,1,0,0,76,seafood
Bonefish Grill,70,6.0,15,150,2,0,1,0,seafood
Bonefish Grill,140,15.0,0,200,1,0,0,0,seafood
Bonefish Grill,480,42.0,110,1080,15,4,3,13,seafood
Bonefish Grill,540,32.0,160,350,54,1,43,8,seafood
Bonefish Grill,1210,66.0,100,1260,152,3,118,10,seafood
Bonefish Grill,20,0.0,0,65,3,2,0,2,seafood
Bonefish Grill,90,0.0,0,25,23,0,22,0,seafood
Bonefish Grill,130,0.0,0,10,8,0,0,1,seafood
Bonefish Grill,180,0.0,0,15,15,0,0,2,seafood
Bonefish Grill,100,0.0,0,30,2,0,1,0,seafood
Bonefish Grill,140,0.0,0,0,14,0,0,1,seafood
Bonefish Grill,170,0.0,0,0,17,0,15,0,seafood
Bonefish Grill,170,0.0,0,0,13,1,11,0,seafood
Bonefish Grill,170,0.0,0,480,16,0,11,0,seafood
Bonefish Grill,140,0.0,0,0,5,0,0,0,seafood
Bonefish Grill,190,0.0,0,10,29,1,27,0,seafood
Bonefish Grill,210,0.0,0,0,27,1,22,0,seafood
Buffalo Wild Wings,90,0.0,0,570,21,0,19,0,american restaurant
Buffalo Wild Wings,80,2.5,0,330,13,0,11,0,american restaurant
Buffalo Wild Wings,70,0.0,0,410,17,0,14,0,american restaurant
Buffalo Wild Wings,45,4.0,0,1100,2,0,0,0,american restaurant
Buffalo Wild Wings,90,0.0,0,680,20,0,16,0,american restaurant
Buffalo Wild Wings,70,0.5,0,430,18,0,13,0,american restaurant
Buffalo Wild Wings,30,3.0,5,1090,1,0,0,0,american restaurant
Buffalo Wild Wings,50,4.5,5,920,1,0,0,0,american restaurant
Buffalo Wild Wings,130,13.0,10,630,3,0,1,1,american restaurant
Buffalo Wild Wings,45,4.0,5,1130,2,0,0,0,american restaurant
Buffalo Wild Wings,50,0.0,0,560,12,1,8,0,american restaurant
Buffalo Wild Wings,70,0.0,0,720,15,0,12,2,american restaurant
Buffalo Wild Wings,150,14.0,10,900,4,1,2,1,american restaurant
Buffalo Wild Wings,110,12.0,0,990,1,0,0,0,american restaurant
Buffalo Wild Wings,50,4.0,0,850,3,0,1,0,american restaurant
Buffalo Wild Wings,130,0.0,0,860,31,1,29,1,american restaurant
Buffalo Wild Wings,110,4.0,0,490,19,1,17,0,american restaurant
Buffalo Wild Wings,100,0.0,0,620,25,0,21,0,american restaurant
Buffalo Wild Wings,70,6.0,0,1650,3,1,0,1,american restaurant
Buffalo Wild Wings,130,0.0,0,1020,30,0,24,0,american restaurant
Buffalo Wild Wings,110,1.0,0,650,26,1,20,0,american restaurant
Buffalo Wild Wings,50,4.0,10,1630,2,0,0,0,american restaurant
Buffalo Wild Wings,70,7.0,10,1390,2,0,0,0,american restaurant
Buffalo Wild Wings,60,5.0,5,1090,4,1,2,1,american restaurant
Buffalo Wild Wings,190,19.0,20,940,5,1,2,2,american restaurant
Buffalo Wild Wings,70,6.0,10,1700,3,0,0,1,american restaurant
Buffalo Wild Wings,70,0.0,0,840,17,1,13,1,american restaurant
Buffalo Wild Wings,100,0.0,0,1090,22,0,18,3,american restaurant
Buffalo Wild Wings,220,22.0,15,1350,6,1,3,1,american restaurant
Buffalo Wild Wings,170,18.0,0,1480,2,0,0,0,american restaurant
Buffalo Wild Wings,70,6.0,0,1280,4,1,1,0,american restaurant
Buffalo Wild Wings,5,0.0,0,480,1,0,0,0,american restaurant
Buffalo Wild Wings,5,0.0,0,250,1,0,1,0,american restaurant
Buffalo Wild Wings,5,0.0,0,360,1,0,1,0,american restaurant
Buffalo Wild Wings,5,0.0,0,290,1,0,0,0,american restaurant
Buffalo Wild Wings,5,0.0,0,540,1,0,0,0,american restaurant
Buffalo Wild Wings,170,0.0,0,1150,41,1,38,1,american restaurant
Buffalo Wild Wings,150,5.0,0,660,26,1,23,1,american restaurant
Buffalo Wild Wings,140,0.0,0,830,34,0,28,0,american restaurant
Buffalo Wild Wings,90,8.0,0,2200,4,1,0,1,american restaurant
Buffalo Wild Wings,180,0.0,0,1360,40,0,32,0,american restaurant
Buffalo Wild Wings,150,1.0,0,870,35,1,26,0,american restaurant
Buffalo Wild Wings,60,6.0,10,2170,3,0,0,1,american restaurant
Buffalo Wild Wings,100,9.0,10,1850,3,0,0,1,american restaurant
Buffalo Wild Wings,260,25.0,25,1250,6,1,2,2,american restaurant
Buffalo Wild Wings,90,8.0,15,2270,4,0,0,1,american restaurant
Buffalo Wild Wings,100,0.0,0,1120,23,1,17,1,american restaurant
Buffalo Wild Wings,130,0.0,0,1450,30,1,24,4,american restaurant
Buffalo Wild Wings,290,29.0,15,1800,8,1,4,1,american restaurant
Buffalo Wild Wings,220,24.0,0,1980,2,0,0,0,american restaurant
Buffalo Wild Wings,100,8.0,0,1710,5,1,2,1,american restaurant
Buffalo Wild Wings,5,0.0,0,640,1,0,0,0,american restaurant
Buffalo Wild Wings,10,0.0,0,330,2,0,1,0,american restaurant
Buffalo Wild Wings,10,0.0,0,480,2,0,1,0,american restaurant
Buffalo Wild Wings,5,0.0,0,390,1,0,0,0,american restaurant
Buffalo Wild Wings,5,0.0,0,710,1,0,1,0,american restaurant
Buffalo Wild Wings,260,0.5,0,1720,62,1,57,1,american restaurant
Buffalo Wild Wings,230,8.0,0,990,39,1,34,1,american restaurant
Buffalo Wild Wings,200,0.0,0,1240,50,1,41,1,american restaurant
Buffalo Wild Wings,140,12.0,0,3300,6,1,0,1,american restaurant
Buffalo Wild Wings,270,0.0,0,2040,60,0,48,0,american restaurant
Buffalo Wild Wings,220,1.5,0,1300,53,1,40,1,american restaurant
Buffalo Wild Wings,100,8.0,20,3260,4,0,0,1,american restaurant
Buffalo Wild Wings,150,14.0,15,2770,4,0,0,1,american restaurant
Buffalo Wild Wings,390,38.0,35,1880,9,1,3,3,american restaurant
Buffalo Wild Wings,140,12.0,20,3400,6,0,0,1,american restaurant
Buffalo Wild Wings,150,0.0,0,1680,35,2,25,1,american restaurant
Buffalo Wild Wings,200,0.0,0,2170,45,1,35,6,american restaurant
Buffalo Wild Wings,440,43.0,25,2710,11,2,7,2,american restaurant
Buffalo Wild Wings,330,36.0,0,2960,3,0,0,1,american restaurant
Buffalo Wild Wings,150,12.0,0,2560,8,1,3,1,american restaurant
Buffalo Wild Wings,10,0.0,0,950,2,0,0,0,american restaurant
Buffalo Wild Wings,15,0.0,0,500,3,1,1,0,american restaurant
Buffalo Wild Wings,10,0.0,0,720,3,0,1,0,american restaurant
Buffalo Wild Wings,5,0.0,0,580,2,1,0,0,american restaurant
Buffalo Wild Wings,10,0.0,0,1070,2,0,1,0,american restaurant
Buffalo Wild Wings,340,1.0,0,2290,83,2,77,2,american restaurant
Buffalo Wild Wings,300,10.0,0,1320,52,2,46,1,american restaurant
Buffalo Wild Wings,270,0.0,0,1650,67,1,55,1,american restaurant
Buffalo Wild Wings,180,16.0,0,4400,7,1,1,2,american restaurant
Buffalo Wild Wings,360,0.0,0,2720,80,0,64,0,american restaurant
Buffalo Wild Wings,300,2.0,0,1740,70,2,53,1,american restaurant
Buffalo Wild Wings,130,11.0,25,4350,5,0,0,1,american restaurant
Buffalo Wild Wings,200,19.0,25,3700,5,0,0,1,american restaurant
Buffalo Wild Wings,520,50.0,45,2500,12,2,5,5,american restaurant
Buffalo Wild Wings,180,16.0,30,4530,8,1,0,2,american restaurant
Buffalo Wild Wings,190,0.0,0,2230,46,2,34,1,american restaurant
Buffalo Wild Wings,270,0.0,0,2900,60,1,47,8,american restaurant
Buffalo Wild Wings,580,58.0,35,3610,15,2,9,3,american restaurant
Buffalo Wild Wings,450,47.0,0,3950,4,1,0,1,american restaurant
Buffalo Wild Wings,190,17.0,0,3410,10,2,3,1,american restaurant
Buffalo Wild Wings,1290,58.0,310,2200,105,7,6,86,american restaurant
Buffalo Wild Wings,15,0.0,0,75,3,2,1,1,american restaurant
Buffalo Wild Wings,280,29.0,35,550,2,0,2,2,american restaurant
Buffalo Wild Wings,320,34.0,10,510,2,0,2,1,american restaurant
Buffalo Wild Wings,170,0.0,0,1150,41,1,38,1,american restaurant
Buffalo Wild Wings,150,5.0,0,660,26,1,23,1,american restaurant
Buffalo Wild Wings,140,0.0,0,830,34,0,28,0,american restaurant
Buffalo Wild Wings,90,8.0,0,2200,4,1,0,1,american restaurant
Buffalo Wild Wings,180,0.0,0,1360,40,0,32,0,american restaurant
Buffalo Wild Wings,150,1.0,0,870,35,1,26,0,american restaurant
Buffalo Wild Wings,60,6.0,10,2170,3,0,0,1,american restaurant
Buffalo Wild Wings,100,9.0,10,1850,3,0,0,1,american restaurant
Buffalo Wild Wings,80,6.0,5,1180,5,1,2,1,american restaurant
Buffalo Wild Wings,90,8.0,15,2270,4,0,0,1,american restaurant
Buffalo Wild Wings,100,0.0,0,1120,23,1,17,1,american restaurant
Buffalo Wild Wings,130,0.0,0,1450,30,1,24,4,american restaurant
Buffalo Wild Wings,290,29.0,15,1800,8,1,4,1,american restaurant
Buffalo Wild Wings,100,8.0,0,1710,5,1,2,1,american restaurant
Buffalo Wild Wings,10,0.0,0,670,1,0,0,0,american restaurant
Buffalo Wild Wings,10,0.0,0,290,2,0,1,0,american restaurant
Buffalo Wild Wings,5,0.0,0,330,1,0,1,0,american restaurant
Buffalo Wild Wings,5,0.0,0,460,1,0,0,0,american restaurant
Buffalo Wild Wings,5,0.0,0,520,1,0,0,0,american restaurant
Buffalo Wild Wings,1490,119.0,255,3370,43,4,5,63,american restaurant
Buffalo Wild Wings,1110,59.0,105,2370,119,11,8,28,american restaurant
Buffalo Wild Wings,850,65.0,40,3500,58,6,2,8,american restaurant
Buffalo Wild Wings,2480,149.0,275,6760,208,20,29,82,american restaurant
Buffalo Wild Wings,280,29.0,35,550,2,0,2,2,american restaurant
Buffalo Wild Wings,320,34.0,10,510,2,0,2,1,american restaurant
Buffalo Wild Wings,520,25.0,55,1700,53,7,7,21,american restaurant
Buffalo Wild Wings,630,39.0,80,2140,43,3,4,28,american restaurant
Buffalo Wild Wings,1760,95.0,180,4370,184,18,15,48,american restaurant
Buffalo Wild Wings,220,12.0,40,690,11,3,3,15,american restaurant
Buffalo Wild Wings,820,53.0,145,2040,38,3,7,48,american restaurant
Buffalo Wild Wings,1210,83.0,210,2790,50,4,9,68,american restaurant
Buffalo Wild Wings,740,42.0,30,1780,74,17,11,31,american restaurant
Buffalo Wild Wings,210,16.0,50,320,0,0,0,17,american restaurant
Buffalo Wild Wings,200,6.0,0,540,31,11,4,18,american restaurant
Buffalo Wild Wings,90,1.0,45,560,1,0,0,21,american restaurant
Buffalo Wild Wings,310,15.0,60,690,20,1,0,24,american restaurant
Buffalo Wild Wings,70,6.0,20,290,1,0,1,3,american restaurant
Buffalo Wild Wings,50,4.0,10,160,0,0,0,3,american restaurant
Buffalo Wild Wings,90,7.0,20,140,1,0,0,5,american restaurant
Buffalo Wild Wings,80,6.0,20,140,0,0,0,5,american restaurant
Buffalo Wild Wings,80,7.0,20,40,0,0,0,6,american restaurant
Buffalo Wild Wings,20,0.0,0,160,5,0,4,0,american restaurant
Buffalo Wild Wings,0,0.0,0,60,0,0,0,0,american restaurant
Buffalo Wild Wings,730,41.0,75,3440,59,4,7,31,american restaurant
Buffalo Wild Wings,810,47.0,70,2690,67,4,13,31,american restaurant
Buffalo Wild Wings,870,53.0,95,1560,62,3,11,38,american restaurant
Buffalo Wild Wings,920,78.0,135,2080,22,2,3,32,american restaurant
Buffalo Wild Wings,420,11.0,10,730,78,6,0,4,american restaurant
Buffalo Wild Wings,510,26.0,85,1160,54,6,11,17,american restaurant
Buffalo Wild Wings,490,24.0,110,1490,34,2,0,35,american restaurant
Buffalo Wild Wings,820,40.0,185,2480,56,3,0,58,american restaurant
Buffalo Wild Wings,160,1.0,0,1140,0,0,0,37,american restaurant
Buffalo Wild Wings,260,2.0,0,1910,0,0,0,61,american restaurant
Buffalo Wild Wings,340,37.0,15,800,2,0,1,1,american restaurant
Buffalo Wild Wings,780,33.0,55,740,115,1,85,11,american restaurant
Buffalo Wild Wings,490,21.0,45,410,71,1,47,6,american restaurant
Buffalo Wild Wings,240,12.0,55,840,14,0,0,19,american restaurant
Buffalo Wild Wings,470,25.0,70,930,34,2,5,27,american restaurant
Buffalo Wild Wings,330,16.0,75,990,23,1,0,23,american restaurant
Buffalo Wild Wings,290,16.0,145,105,0,0,0,35,american restaurant
Buffalo Wild Wings,40,0.0,0,0,9,1,9,0,american restaurant
Buffalo Wild Wings,1100,59.0,105,2310,117,11,7,28,american restaurant
Buffalo Wild Wings,100,5.0,15,110,10,5,4,6,american restaurant
Buffalo Wild Wings,240,12.0,55,840,14,0,0,19,american restaurant
Buffalo Wild Wings,90,1.0,45,560,1,0,0,21,american restaurant
Buffalo Wild Wings,1170,73.0,390,2540,88,8,7,45,american restaurant
Buffalo Wild Wings,1270,55.0,145,1930,159,1,85,33,american restaurant
Buffalo Wild Wings,170,0.0,0,115,46,1,43,0,american restaurant
Buffalo Wild Wings,10,0.0,0,100,3,0,0,0,american restaurant
Buffalo Wild Wings,0,0.0,0,35,0,0,0,0,american restaurant
Buffalo Wild Wings,100,0.0,0,50,26,0,26,0,american restaurant
Buffalo Wild Wings,100,0.0,0,40,26,0,26,0,american restaurant
Buffalo Wild Wings,100,0.0,0,30,26,0,26,0,american restaurant
Buffalo Wild Wings,110,0.0,0,50,30,0,30,0,american restaurant
Buffalo Wild Wings,100,0.0,0,30,28,0,28,0,american restaurant
Buffalo Wild Wings,0,0.0,0,0,0,0,0,0,american restaurant
Buffalo Wild Wings,110,0.0,0,10,29,0,28,0,american restaurant
Buffalo Wild Wings,0,0.0,0,0,0,0,0,0,american restaurant
Buffalo Wild Wings,220,0.0,0,0,18,0,18,0,american restaurant
Buffalo Wild Wings,230,0.0,0,800,27,1,21,0,american restaurant
Buffalo Wild Wings,220,0.0,0,0,24,1,19,0,american restaurant
Buffalo Wild Wings,270,0.0,0,100,37,0,32,0,american restaurant
Buffalo Wild Wings,270,0.0,0,10,43,1,37,0,american restaurant
Buffalo Wild Wings,140,1.5,0,1450,8,2,4,2,american restaurant
Buffalo Wild Wings,290,0.0,0,60,35,0,33,0,american restaurant
Buffalo Wild Wings,260,2.5,0,0,35,1,31,0,american restaurant
Buffalo Wild Wings,220,0.0,0,30,57,1,56,0,american restaurant
Buffalo Wild Wings,160,0.0,0,0,2,0,0,0,american restaurant
Buffalo Wild Wings,150,0.0,0,10,4,0,2,0,american restaurant
Buffalo Wild Wings,220,0.0,0,15,6,0,3,0,american restaurant
Buffalo Wild Wings,150,0.0,0,10,7,0,7,1,american restaurant
Buffalo Wild Wings,230,0.0,0,15,10,0,10,1,american restaurant
Buffalo Wild Wings,1770,71.0,50,4790,256,31,24,29,american restaurant
Buffalo Wild Wings,1540,121.0,95,4060,83,9,13,29,american restaurant
Buffalo Wild Wings,2240,113.0,95,6190,270,36,4,36,american restaurant
Buffalo Wild Wings,4250,297.0,245,11570,332,18,53,67,american restaurant
Buffalo Wild Wings,3390,179.0,590,7490,326,34,68,122,american restaurant
Buffalo Wild Wings,860,49.0,95,3240,71,3,6,35,american restaurant
Buffalo Wild Wings,860,35.0,25,1990,122,14,9,14,american restaurant
Buffalo Wild Wings,360,19.0,85,1260,20,1,0,29,american restaurant
Buffalo Wild Wings,60,4.5,0,680,5,1,2,1,american restaurant
Buffalo Wild Wings,270,28.0,0,1010,3,1,1,0,american restaurant
Buffalo Wild Wings,90,0.0,0,770,22,0,19,1,american restaurant
Buffalo Wild Wings,610,31.0,140,2090,34,1,1,48,american restaurant
Buffalo Wild Wings,80,6.0,0,910,6,2,2,1,american restaurant
Buffalo Wild Wings,360,38.0,0,1380,3,1,1,0,american restaurant
Buffalo Wild Wings,80,6.0,5,1380,5,1,2,1,american restaurant
Buffalo Wild Wings,120,0.0,0,1020,30,0,25,1,american restaurant
Buffalo Wild Wings,910,46.0,215,3140,51,2,1,72,american restaurant
Buffalo Wild Wings,120,9.0,0,1360,9,3,3,1,american restaurant
Buffalo Wild Wings,530,57.0,0,2070,5,1,1,0,american restaurant
Buffalo Wild Wings,120,10.0,10,1970,8,1,4,1,american restaurant
Buffalo Wild Wings,190,0.5,0,1530,45,1,38,2,american restaurant
Buffalo Wild Wings,1210,62.0,285,4190,68,2,1,96,american restaurant
Buffalo Wild Wings,160,11.0,0,1810,12,3,5,1,american restaurant
Buffalo Wild Wings,710,76.0,0,2760,7,2,1,1,american restaurant
Buffalo Wild Wings,160,13.0,10,2760,11,2,5,1,american restaurant
Buffalo Wild Wings,250,0.5,0,2050,59,1,51,2,american restaurant
Buffalo Wild Wings,15,0.0,0,1110,2,0,0,0,american restaurant
Buffalo Wild Wings,15,0.0,0,840,3,0,2,0,american restaurant
Buffalo Wild Wings,15,0.5,0,590,3,1,1,0,american restaurant
Buffalo Wild Wings,5,0.0,0,680,2,1,0,0,american restaurant
Buffalo Wild Wings,10,0.0,0,1250,2,0,1,0,american restaurant
Buffalo Wild Wings,1820,93.0,425,6280,102,4,2,144,american restaurant
Buffalo Wild Wings,520,1.5,0,3440,124,3,115,2,american restaurant
Buffalo Wild Wings,230,17.0,0,2720,18,5,7,2,american restaurant
Buffalo Wild Wings,450,15.0,0,1980,77,3,69,2,american restaurant
Buffalo Wild Wings,410,0.0,0,2480,101,1,83,1,american restaurant
Buffalo Wild Wings,270,24.0,0,6610,11,2,1,2,american restaurant
Buffalo Wild Wings,540,0.0,0,4080,120,0,96,0,american restaurant
Buffalo Wild Wings,1070,114.0,0,4140,10,3,2,1,american restaurant
Buffalo Wild Wings,450,3.0,0,2610,106,3,79,1,american restaurant
Buffalo Wild Wings,190,17.0,35,6520,8,1,0,2,american restaurant
Buffalo Wild Wings,290,28.0,35,5540,8,1,0,2,american restaurant
Buffalo Wild Wings,240,19.0,15,3740,16,3,7,2,american restaurant
Buffalo Wild Wings,370,1.0,0,3070,89,1,76,3,american restaurant
Buffalo Wild Wings,670,71.0,0,5930,7,1,0,1,american restaurant
Buffalo Wild Wings,770,75.0,70,3750,18,2,7,7,american restaurant
Buffalo Wild Wings,270,24.0,45,6800,11,1,0,3,american restaurant
Buffalo Wild Wings,290,0.5,0,3350,70,3,51,2,american restaurant
Buffalo Wild Wings,400,0.0,0,4350,90,2,71,11,american restaurant
Buffalo Wild Wings,880,86.0,50,5410,23,4,13,4,american restaurant
Buffalo Wild Wings,290,25.0,0,5120,15,2,5,2,american restaurant
Buffalo Wild Wings,20,0.5,0,1910,4,0,0,0,american restaurant
Buffalo Wild Wings,25,0.0,0,1450,6,1,3,0,american restaurant
Buffalo Wild Wings,30,1.0,0,1000,6,1,2,1,american restaurant
Buffalo Wild Wings,15,0.0,0,1160,3,1,0,0,american restaurant
Buffalo Wild Wings,15,0.0,0,2140,4,0,2,0,american restaurant
Buffalo Wild Wings,430,24.0,215,160,0,0,0,53,american restaurant
Buffalo Wild Wings,40,3.0,0,450,3,1,1,0,american restaurant
Buffalo Wild Wings,180,19.0,0,690,2,0,0,0,american restaurant
Buffalo Wild Wings,40,3.0,5,790,3,0,1,0,american restaurant
Buffalo Wild Wings,60,0.0,0,510,15,0,13,1,american restaurant
Buffalo Wild Wings,720,41.0,360,270,0,0,0,88,american restaurant
Buffalo Wild Wings,270,28.0,0,1060,3,1,1,0,american restaurant
Buffalo Wild Wings,1080,61.0,540,400,0,0,0,132,american restaurant
Buffalo Wild Wings,360,38.0,0,1430,4,1,1,0,american restaurant
Buffalo Wild Wings,1440,82.0,720,530,0,0,0,177,american restaurant
Buffalo Wild Wings,530,57.0,0,2070,5,1,1,0,american restaurant
Buffalo Wild Wings,2160,122.0,1080,800,0,0,0,265,american restaurant
Buffalo Wild Wings,710,76.0,0,2860,7,2,1,1,american restaurant
Buffalo Wild Wings,520,29.0,35,650,58,5,4,8,american restaurant
Buffalo Wild Wings,80,6.0,0,910,6,2,2,2,american restaurant
Buffalo Wild Wings,140,0.0,0,830,34,0,28,1,american restaurant
Buffalo Wild Wings,150,1.0,0,870,35,1,26,1,american restaurant
Buffalo Wild Wings,120,0.0,0,1020,30,0,25,0,american restaurant
Buffalo Wild Wings,220,24.0,0,1980,2,0,0,1,american restaurant
Buffalo Wild Wings,260,25.0,25,1250,6,1,2,3,american restaurant
Buffalo Wild Wings,130,0.0,0,1450,30,1,24,6,american restaurant
Buffalo Wild Wings,290,29.0,15,1800,8,1,4,2,american restaurant
Buffalo Wild Wings,10,0.0,0,340,2,0,1,1,american restaurant
Buffalo Wild Wings,1040,57.0,65,1300,116,11,8,16,american restaurant
Buffalo Wild Wings,520,50.0,45,2500,12,2,5,5,american restaurant
Buffalo Wild Wings,100,1.0,0,2230,22,1,12,1,american restaurant
Buffalo Wild Wings,10,0.0,0,1110,2,0,0,0,american restaurant
Buffalo Wild Wings,15,1.0,0,590,4,1,1,0,american restaurant
Buffalo Wild Wings,10,0.0,0,680,2,1,0,0,american restaurant
Buffalo Wild Wings,50,0.0,0,90,11,3,7,1,american restaurant
Buffalo Wild Wings,80,6.0,0,910,6,2,2,1,american restaurant
Buffalo Wild Wings,360,38.0,0,1380,3,1,1,0,american restaurant
Buffalo Wild Wings,120,0.0,0,1020,30,0,25,1,american restaurant
Buffalo Wild Wings,220,24.0,0,1980,2,0,0,0,american restaurant
Buffalo Wild Wings,260,25.0,25,1250,6,1,2,2,american restaurant
Buffalo Wild Wings,1020,63.0,40,2470,103,0,44,9,american restaurant
Buffalo Wild Wings,2110,144.0,220,7360,147,0,3,57,american restaurant
Buffalo Wild Wings,25,2.0,0,430,1,0,0,0,american restaurant
Buffalo Wild Wings,1900,120.0,195,4570,159,1,14,45,american restaurant
Buffalo Wild Wings,870,41.0,35,2480,103,4,12,19,american restaurant
Buffalo Wild Wings,440,24.0,80,1380,21,6,6,30,american restaurant
Buffalo Wild Wings,260,17.0,85,520,2,0,0,24,american restaurant
Buffalo Wild Wings,120,4.0,60,470,1,0,0,21,american restaurant
Buffalo Wild Wings,150,13.0,0,340,10,6,1,2,american restaurant
Buffalo Wild Wings,990,64.0,200,2380,43,3,9,60,american restaurant
Buffalo Wild Wings,1090,70.0,170,2360,58,2,13,57,american restaurant
Buffalo Wild Wings,1020,66.0,190,2610,44,3,11,61,american restaurant
Buffalo Wild Wings,10,0.0,0,85,3,1,2,0,american restaurant
Buffalo Wild Wings,100,8.0,15,370,0,0,0,8,american restaurant
Buffalo Wild Wings,120,13.0,10,10,1,0,0,0,american restaurant
Buffalo Wild Wings,610,30.0,95,1820,53,6,9,33,american restaurant
